pincode,street_name,house_number,results
10715 Berlin,Wexstraße,13,"25.02.2025 ES: Laut check24 in Wexstraße 13 GF von vodafone, telekom.(verfügbar ab Mai , verfügbar ab Mai )"
10715 Berlin,Wexstraße,14,"25.02.2025 ES: Laut check24 in Wexstraße 14 GF von vodafone, telekom.(verfügbar ab März , verfügbar ab März )"
10119 Berlin,Linienstraße,77,25.02.2025 ES: Laut check24 in Linienstraße 77 1000 Mbit/s Tarif von pyur.() buchbar (Kabel oder GF?)
10115 Berlin,Rheinsberger Straße,15,"25.02.2025 ES: Laut check24 in Rheinsberger Straße 15 GF von vodafone, 1und1, telekom.(verfügbar ab März , verfügbar ab März , verfügbar ab März )"
10407 Berlin,Am Friedrichshain,4,25.02.2025 ES: Laut check24 in Am Friedrichshain 4 GF von telekom.(verfügbar ab Juni )
10551 Berlin,Wilhelmshavener Straße,31,"25.02.2025 ES: Laut check24 in Wilhelmshavener Straße 31 GF von vodafone, 1und1, telekom.(verfügbar ab März , verfügbar ab März , verfügbar ab März )"
10551 Berlin,Turmstraße,46,"25.02.2025 ES: Laut check24 in Turmstraße 46 GF von vodafone, 1und1, telekom.(verfügbar ab März , verfügbar ab März , verfügbar ab März )"
10247 Berlin,Frankfurter Allee,76,25.02.2025 ES: Laut check24 in Frankfurter Allee 76 kein GF buchbar
10247 Berlin,Frankfurter Allee,74,25.02.2025 ES: Laut check24 in Frankfurter Allee 74 kein GF buchbar
10247 Berlin,Frankfurter Allee,72,25.02.2025 ES: Laut check24 in Frankfurter Allee 72 kein GF buchbar
10247 Berlin,Kinzigstraße,16,25.02.2025 ES: Laut check24 in Kinzigstraße 16 kein GF buchbar
10247 Berlin,Kinzigstraße,14,25.02.2025 ES: Laut check24 in Kinzigstraße 14 kein GF buchbar
10247 Berlin,Kinzigstraße,12,25.02.2025 ES: Laut check24 in Kinzigstraße 12 kein GF buchbar
10247 Berlin,Kinzigstraße,10,25.02.2025 ES: Laut check24 in Kinzigstraße 10 kein GF buchbar
10247 Berlin,Jungstraße,42,25.02.2025 ES: Laut check24 in Jungstraße 42 kein GF buchbar
10247 Berlin,Jungstraße,41,25.02.2025 ES: Laut check24 in Jungstraße 41 kein GF buchbar
10247 Berlin,Jungstraße,40,25.02.2025 ES: Laut check24 in Jungstraße 40 kein GF buchbar
10247 Berlin,Jungstraße,39,25.02.2025 ES: Laut check24 in Jungstraße 39 kein GF buchbar
10247 Berlin,Jungstraße,38,25.02.2025 ES: Laut check24 in Jungstraße 38 kein GF buchbar
10247 Berlin,Jungstraße,37,25.02.2025 ES: Laut check24 in Jungstraße 37 kein GF buchbar
10247 Berlin,Jungstraße,36,25.02.2025 ES: Laut check24 in Jungstraße 36 kein GF buchbar
10247 Berlin,Jungstraße,35,25.02.2025 ES: Laut check24 in Jungstraße 35 kein GF buchbar
10247 Berlin,Frankfurter Allee,68,25.02.2025 ES: Laut check24 in Frankfurter Allee 68 kein GF buchbar
10247 Berlin,Frankfurter Allee,64,25.02.2025 ES: Laut check24 in Frankfurter Allee 64 kein GF buchbar
